ID, Actual class, Resub pred, Pred Prob
152, 2, 2, 0.999
153, 2, 2, 0.961
154, 2, 2, 0.824
155, 1, 1, 0.047
156, 1, 1, 0
157, 1, 1, 0
158, 1, 1, 0.397
159, 1, 1, 0.01
160, 1, 1, 0.001
161, 1, 1, 0.023
162, 1, 2, 0.959
163, 1, 1, 0
164, 1, 2, 0.622
165, 1, 1, 0.003
166, 1, 1, 0.059
167, 1, 1, 0
168, 1, 1, 0.001
169, 2, 2, 0.999
170, 2, 2, 1
171, 2, 1, 0.287
172, 2, 2, 0.987
173, 2, 2, 0.997
174, 2, 2, 0.987
175, 2, 2, 0.997
176, 2, 1, 0.281
177, 2, 2, 0.999
178, 2, 2, 0.984
179, 2, 1, 0.011
180, 2, 1, 0
181, 2, 2, 1
182, 2, 1, 0.048
183, 2, 2, 0.889
184, 2, 2, 0.999
185, 1, 1, 0
186, 1, 1, 0.493
187, 1, 1, 0.004
188, 1, 1, 0
189, 1, 2, 0.66
190, 1, 1, 0.001
191, 1, 1, 0.008
192, 1, 1, 0.01
193, 1, 1, 0.009
194, 1, 1, 0
195, 1, 1, 0
196, 1, 1, 0.003
197, 1, 1, 0.105
198, 1, 1, 0.048
199, 2, 2, 0.743
200, 2, 2, 0.929
201, 2, 2, 0.999
202, 2, 1, 0.283
203, 2, 2, 1
204, 2, 2, 1
205, 2, 2, 0.954
206, 2, 2, 0.861
207, 2, 2, 0.891
208, 2, 2, 0.735
209, 2, 2, 0.996
210, 2, 2, 0.982
211, 2, 2, 0.997
212, 2, 2, 0.991
213, 2, 2, 0.999
214, 2, 2, 0.994
215, 1, 1, 0
216, 1, 1, 0.001
217, 1, 1, 0.27
218, 1, 1, 0.003
219, 1, 2, 0.671
220, 1, 1, 0.016
221, 1, 2, 0.927
222, 1, 1, 0
223, 1, 2, 0.625
224, 1, 2, 0.959
225, 1, 1, 0
226, 1, 1, 0.004
227, 1, 1, 0.026
228, 1, 1, 0
229, 2, 2, 0.961
230, 2, 2, 0.999
231, 2, 2, 0.999
232, 2, 2, 0.994
233, 2, 2, 0.983
234, 2, 1, 0.02
235, 2, 2, 0.959
236, 2, 1, 0.471
237, 2, 2, 1
238, 2, 1, 0.284
239, 2, 2, 0.999
240, 2, 2, 0.892
241, 2, 2, 0.996
242, 2, 2, 0.972
243, 2, 2, 0.99
244, 2, 1, 0.436
245, 1, 1, 0.014
246, 1, 1, 0.051
247, 1, 1, 0
248, 1, 2, 0.626
249, 1, 1, 0
250, 1, 1, 0.014
251, 1, 1, 0.084
252, 1, 1, 0.014
253, 1, 1, 0
254, 1, 1, 0.005
255, 1, 1, 0.326
256, 1, 1, 0.009
257, 1, 1, 0.387
258, 1, 1, 0.038
259, 2, 2, 0.999
260, 2, 2, 0.93
261, 2, 2, 0.97
262, 2, 2, 0.991
263, 2, 2, 0.689
264, 2, 2, 0.971
265, 2, 1, 0.118
266, 2, 2, 0.99
267, 2, 2, 0.769
268, 2, 2, 0.998
269, 2, 1, 0.035
270, 2, 1, 0.266
271, 2, 2, 0.968
272, 2, 2, 0.997
273, 2, 2, 0.893
274, 2, 2, 0.739
275, 1, 1, 0
276, 1, 1, 0.12
277, 1, 1, 0.002
278, 1, 1, 0.002
279, 1, 1, 0.001
280, 1, 1, 0.003
281, 1, 1, 0.345
282, 1, 2, 0.977
283, 1, 1, 0.169
284, 1, 1, 0
285, 1, 1, 0.001
286, 1, 1, 0.14
287, 1, 1, 0
288, 2, 2, 0.996
289, 2, 2, 0.998
290, 2, 2, 0.877
291, 2, 2, 1
292, 2, 2, 0.986
293, 2, 2, 0.707
294, 2, 2, 0.995
295, 2, 2, 0.999
296, 2, 2, 0.737
297, 2, 2, 0.974
298, 2, 2, 0.958
299, 2, 2, 0.999
300, 2, 2, 1
301, 2, 2, 0.866
302, 2, 2, 0.996
303, 2, 2, 0.843

Confusion Matrix (Resubstitution) 
 ---------------------------------- 
    1   2
1 114  25
2  20 144

Model Summary (Resubstitution)
------------------------------
Overall accuracy = .851
Sensitivity = .878
Specificity = .82

ID, Actual class, Test pred, Pred Prob
-----------------------------
1, 1, 1, 0.077
2, 1, 1, 0.001
3, 1, 1, 0
4, 1, 2, 0.519
5, 1, 2, 0.962
6, 1, 1, 0
7, 1, 1, 0.073
8, 1, 1, 0.036
9, 1, 1, 0
10, 1, 1, 0.007
11, 1, 1, 0.043
12, 1, 1, 0
13, 1, 1, 0.1
14, 1, 1, 0
15, 2, 2, 0.695
16, 2, 1, 0.177
17, 2, 2, 0.657
18, 2, 2, 0.991
19, 2, 2, 1
20, 2, 2, 0.997
21, 2, 2, 0.958
22, 2, 2, 0.998
23, 2, 2, 0.739
24, 2, 2, 0.93
25, 2, 2, 1
26, 2, 2, 0.969
27, 2, 2, 0.999
28, 2, 2, 0.99
29, 2, 2, 1
30, 2, 2, 0.703
31, 2, 2, 0.907
32, 1, 2, 0.953
33, 1, 1, 0.191
34, 1, 1, 0
35, 1, 1, 0.012
36, 1, 1, 0.002
37, 1, 1, 0.27
38, 1, 1, 0.024
39, 1, 1, 0.001
40, 1, 1, 0
41, 1, 1, 0.398
42, 1, 1, 0.009
43, 1, 1, 0
44, 1, 2, 0.969
45, 1, 1, 0.05
46, 2, 2, 0.984
47, 2, 2, 0.996
48, 2, 2, 0.998
49, 2, 2, 0.992
50, 2, 2, 0.993
51, 2, 2, 0.997
52, 2, 2, 0.993
53, 2, 2, 0.585
54, 2, 2, 0.987
55, 2, 2, 0.992
56, 2, 2, 0.55
57, 2, 2, 1
58, 2, 2, 0.999
59, 2, 2, 1
60, 2, 2, 0.847
61, 2, 2, 1
62, 2, 2, 0.975
63, 1, 2, 0.952
64, 1, 1, 0.002
65, 1, 1, 0.001
66, 1, 2, 0.879
67, 1, 1, 0
68, 1, 1, 0.001
69, 1, 1, 0.006
70, 1, 1, 0.016
71, 1, 1, 0.321
72, 1, 1, 0.188
73, 1, 1, 0.01
74, 1, 1, 0.313
75, 1, 2, 0.997
76, 1, 1, 0.061
77, 2, 2, 0.975
78, 2, 2, 0.98
79, 2, 2, 0.996
80, 2, 1, 0.001
81, 2, 2, 0.536
82, 2, 2, 0.912
83, 2, 2, 0.999
84, 2, 1, 0.395
85, 2, 2, 0.995
86, 2, 1, 0.392
87, 2, 2, 0.787
88, 2, 2, 0.999
89, 2, 2, 1
90, 2, 2, 0.838
91, 2, 2, 0.96
92, 2, 2, 1
93, 2, 2, 1
94, 1, 2, 0.929
95, 1, 1, 0
96, 1, 1, 0.001
97, 1, 1, 0.203
98, 1, 1, 0.44
99, 1, 1, 0
100, 1, 1, 0
101, 1, 1, 0.012
102, 1, 1, 0.002
103, 1, 2, 0.981
104, 1, 2, 0.894
105, 1, 2, 0.601
106, 1, 1, 0.002
107, 1, 1, 0.042
108, 2, 2, 0.967
109, 2, 2, 1
110, 2, 2, 0.999
111, 2, 1, 0.274
112, 2, 1, 0.014
113, 2, 2, 0.979
114, 2, 2, 0.995
115, 2, 2, 0.999
116, 2, 2, 0.945
117, 2, 2, 0.999
118, 2, 2, 0.994
119, 2, 2, 0.99
120, 2, 2, 0.994
121, 2, 2, 1
122, 2, 2, 0.999
123, 2, 2, 0.999
124, 2, 2, 1
125, 1, 2, 0.97
126, 1, 1, 0
127, 1, 1, 0.009
128, 1, 1, 0
129, 1, 2, 0.902
130, 1, 1, 0.001
131, 1, 2, 0.999
132, 1, 2, 0.912
133, 1, 1, 0.015
134, 1, 1, 0
135, 1, 2, 0.989
136, 1, 1, 0.234
137, 1, 1, 0
138, 1, 1, 0.001
139, 2, 2, 0.944
140, 2, 1, 0.031
141, 2, 2, 0.995
142, 2, 2, 1
143, 2, 2, 1
144, 2, 2, 0.946
145, 2, 2, 0.999
146, 2, 2, 0.794
147, 2, 2, 0.998
148, 2, 2, 0.764
149, 2, 2, 0.965
150, 2, 2, 0.982
151, 2, 2, 0.965
152, 2, 2, 0.999
153, 2, 2, 0.961
154, 2, 2, 0.824
155, 1, 1, 0.047
156, 1, 1, 0
157, 1, 1, 0
158, 1, 1, 0.397
159, 1, 1, 0.01
160, 1, 1, 0.001
161, 1, 1, 0.023
162, 1, 2, 0.959
163, 1, 1, 0
164, 1, 2, 0.622
165, 1, 1, 0.003
166, 1, 1, 0.059
167, 1, 1, 0
168, 1, 1, 0.001
169, 2, 2, 0.999
170, 2, 2, 1
171, 2, 1, 0.287
172, 2, 2, 0.987
173, 2, 2, 0.997
174, 2, 2, 0.987
175, 2, 2, 0.997
176, 2, 1, 0.281
177, 2, 2, 0.999
178, 2, 2, 0.984
179, 2, 1, 0.011
180, 2, 1, 0
181, 2, 2, 1
182, 2, 1, 0.048
183, 2, 2, 0.889
184, 2, 2, 0.999
185, 1, 1, 0
186, 1, 1, 0.493
187, 1, 1, 0.004
188, 1, 1, 0
189, 1, 2, 0.66
190, 1, 1, 0.001
191, 1, 1, 0.008
192, 1, 1, 0.01
193, 1, 1, 0.009
194, 1, 1, 0
195, 1, 1, 0
196, 1, 1, 0.003
197, 1, 1, 0.105
198, 1, 1, 0.048
199, 2, 2, 0.743
200, 2, 2, 0.929
201, 2, 2, 0.999
202, 2, 1, 0.283
203, 2, 2, 1
204, 2, 2, 1
205, 2, 2, 0.954
206, 2, 2, 0.861
207, 2, 2, 0.891
208, 2, 2, 0.735
209, 2, 2, 0.996
210, 2, 2, 0.982
211, 2, 2, 0.997
212, 2, 2, 0.991
213, 2, 2, 0.999
214, 2, 2, 0.994
215, 1, 1, 0
216, 1, 1, 0.001
217, 1, 1, 0.27
218, 1, 1, 0.003
219, 1, 2, 0.671
220, 1, 1, 0.016
221, 1, 2, 0.927
222, 1, 1, 0
223, 1, 2, 0.625
224, 1, 2, 0.959
225, 1, 1, 0
226, 1, 1, 0.004
227, 1, 1, 0.026
228, 1, 1, 0
229, 2, 2, 0.961
230, 2, 2, 0.999
231, 2, 2, 0.999
232, 2, 2, 0.994
233, 2, 2, 0.983
234, 2, 1, 0.02
235, 2, 2, 0.959
236, 2, 1, 0.471
237, 2, 2, 1
238, 2, 1, 0.284
239, 2, 2, 0.999
240, 2, 2, 0.892
241, 2, 2, 0.996
242, 2, 2, 0.972
243, 2, 2, 0.99
244, 2, 1, 0.436
245, 1, 1, 0.014
246, 1, 1, 0.051
247, 1, 1, 0
248, 1, 2, 0.626
249, 1, 1, 0
250, 1, 1, 0.014
251, 1, 1, 0.084
252, 1, 1, 0.014
253, 1, 1, 0
254, 1, 1, 0.005
255, 1, 1, 0.326
256, 1, 1, 0.009
257, 1, 1, 0.387
258, 1, 1, 0.038
259, 2, 2, 0.999
260, 2, 2, 0.93
261, 2, 2, 0.97
262, 2, 2, 0.991
263, 2, 2, 0.689
264, 2, 2, 0.971
265, 2, 1, 0.118
266, 2, 2, 0.99
267, 2, 2, 0.769
268, 2, 2, 0.998
269, 2, 1, 0.035
270, 2, 1, 0.266
271, 2, 2, 0.968
272, 2, 2, 0.997
273, 2, 2, 0.893
274, 2, 2, 0.739
275, 1, 1, 0
276, 1, 1, 0.12
277, 1, 1, 0.002
278, 1, 1, 0.002
279, 1, 1, 0.001
280, 1, 1, 0.003
281, 1, 1, 0.345
282, 1, 2, 0.977
283, 1, 1, 0.169
284, 1, 1, 0
285, 1, 1, 0.001
286, 1, 1, 0.14
287, 1, 1, 0
288, 2, 2, 0.996
289, 2, 2, 0.998
290, 2, 2, 0.877
291, 2, 2, 1
292, 2, 2, 0.986
293, 2, 2, 0.707
294, 2, 2, 0.995
295, 2, 2, 0.999
296, 2, 2, 0.737
297, 2, 2, 0.974
298, 2, 2, 0.958
299, 2, 2, 0.999
300, 2, 2, 1
301, 2, 2, 0.866
302, 2, 2, 0.996
303, 2, 2, 0.843

Confusion Matrix (Test) 
 ---------------------------------- 
    1   2
1 114  25
2  20 144

Model Summary (Test)
------------------------------
Overall accuracy = .851
Sensitivity = .878
Specificity = .82
